order_id,vendor_id,product_id,order_date,promised_delivery_date,actual_delivery_date,order_quantity,defective_quantity,order_value,transport_mode,delivery_city,delivery_state
6069124,938521,89752,2024-11-04,2024-11-12,2024-11-12,2000,100,293040,Rail,Vadodara,Gujarat
2695966,547239,67273,2025-02-08,2025-02-12,2025-02-15,1000,10,233050,Road,Delhi,Delhi
3898933,720230,77830,2025-02-04,2025-02-12,2025-02-14,1000,20,40400,Air,Jaipur,Rajasthan
3396080,118675,16209,2025-01-17,2025-01-21,2025-01-26,10000,100,767200,Road,Surat,Gujarat
2042091,307937,21317,2024-02-12,2024-02-16,2024-02-21,10000,500,2165900,Air,Jaipur,Rajasthan
4493050,562958,16209,2024-03-28,2024-04-03,2024-04-04,2000,20,170700,Rail,Chennai,Tamil Nadu
8215339,307937,24395,2025-06-08,2025-06-13,2025-06-14,1000,10,216590,Air,Jaipur,Rajasthan
6329559,363028,21317,2024-09-15,2024-09-20,2024-09-20,1000,0,77030,Air,Bhubaneswar,Odisha
1736892,640867,88434,2025-04-17,2025-04-25,2025-04-25,2000,0,351660,Rail,Bhubaneswar,Odisha
2270655,176588,24395,2024-04-10,2024-04-15,2024-04-22,10000,500,1153400,Rail,Coimbatore,Tamil Nadu
3875643,938521,78069,2024-12-31,2025-01-05,2025-01-12,1000,0,146520,Rail,Vadodara,Gujarat
5870847,165878,67273,2024-03-12,2024-03-17,2024-03-19,5000,250,113550,Rail,Bhubaneswar,Odisha
1462576,522606,21317,2024-11-09,2024-11-17,2024-11-18,10000,200,1280600,Rail,Jaipur,Rajasthan
4945291,562958,77830,2025-03-14,2025-03-19,2025-03-19,2000,20,170700,Road,Chennai,Tamil Nadu
8403456,720230,89752,2025-03-22,2025-03-28,2025-03-30,1000,20,40400,Rail,Jaipur,Rajasthan
5347037,512461,77830,2025-04-18,2025-04-25,2025-04-27,2000,100,431580,Air,Pune,Maharashtra
9961162,381632,40433,2024-04-21,2024-04-26,2024-05-03,10000,0,1926300,Rail,Mumbai,Maharashtra
1629488,640867,40433,2024-05-23,2024-05-31,2024-06-01,2000,0,351660,Air,Bhubaneswar,Odisha
9360552,165878,89752,2024-03-18,2024-03-22,2024-03-27,500,25,11355,Air,Bhubaneswar,Odisha
7291234,165878,89752,2024-08-05,2024-08-09,2024-08-14,2000,100,45420,Air,Bhubaneswar,Odisha
1333029,118675,77830,2024-06-01,2024-06-07,2024-06-10,1000,20,76720,Road,Surat,Gujarat
9128318,640867,88434,2025-04-20,2025-04-28,2025-05-03,500,25,87915,Rail,Bhubaneswar,Odisha
9481962,522606,67273,2025-05-29,2025-06-02,2025-06-09,1000,10,128060,Air,Jaipur,Rajasthan
2632885,307937,21317,2024-05-23,2024-05-30,2024-05-31,1000,10,216590,Air,Jaipur,Rajasthan
3770597,363028,95673,2025-05-10,2025-05-16,2025-05-16,1000,50,77030,Road,Bhubaneswar,Odisha
9293699,363028,82158,2024-03-05,2024-03-11,2024-03-13,1000,0,77030,Air,Bhubaneswar,Odisha
6520493,307937,78378,2024-07-30,2024-08-07,2024-08-09,5000,250,1082950,Rail,Jaipur,Rajasthan
1047408,938521,21317,2024-02-17,2024-02-21,2024-02-28,2000,0,293040,Air,Vadodara,Gujarat
2735990,781209,67273,2025-06-17,2025-06-23,2025-06-30,2000,20,104620,Rail,Ahmedabad,Gujarat
5384790,492904,77830,2025-01-22,2025-01-28,2025-02-02,500,10,75540,Rail,Kolkata,West Bengal
8208472,381632,78069,2024-08-16,2024-08-24,2024-08-27,2000,40,385260,Rail,Mumbai,Maharashtra
3147783,562958,88434,2025-05-08,2025-05-16,2025-05-16,10000,100,853500,Rail,Chennai,Tamil Nadu
3678754,720230,78378,2024-06-18,2024-06-23,2024-06-23,10000,200,404000,Road,Jaipur,Rajasthan
7214469,328815,24395,2024-06-02,2024-06-07,2024-06-08,2000,0,118840,Air,Nagpur,Maharashtra
9609267,363028,24395,2024-08-23,2024-08-30,2024-09-01,500,25,38515,Air,Bhubaneswar,Odisha
7355879,547239,77830,2025-05-05,2025-05-12,2025-05-13,10000,100,2330500,Air,Delhi,Delhi
8366707,381632,77830,2025-02-24,2025-02-28,2025-03-01,500,5,96315,Air,Mumbai,Maharashtra
5849734,187821,16209,2024-06-13,2024-06-18,2024-06-25,10000,0,2281700,Air,Coimbatore,Tamil Nadu
7773510,562958,16209,2024-05-30,2024-06-03,2024-06-04,2000,20,170700,Air,Chennai,Tamil Nadu
3395253,381632,40433,2025-02-19,2025-02-27,2025-03-04,500,10,96315,Road,Mumbai,Maharashtra
5915106,187821,67273,2024-08-09,2024-08-16,2024-08-21,5000,250,1140850,Road,Coimbatore,Tamil Nadu
5635926,720230,95673,2024-08-12,2024-08-19,2024-08-24,1000,10,40400,Air,Jaipur,Rajasthan
9059065,640867,21317,2025-06-07,2025-06-13,2025-06-14,2000,100,351660,Air,Bhubaneswar,Odisha
9340353,512461,82158,2024-03-11,2024-03-16,2024-03-19,5000,50,1078950,Road,Pune,Maharashtra
2388864,301108,89752,2024-01-17,2024-01-22,2024-01-27,10000,500,2111100,Road,Kolkata,West Bengal
8639576,492904,40433,2024-04-08,2024-04-13,2024-04-16,10000,0,1510800,Air,Kolkata,West Bengal
3125883,363028,78069,2025-05-30,2025-06-03,2025-06-03,5000,50,385150,Air,Bhubaneswar,Odisha
4346100,912391,89752,2024-01-02,2024-01-09,2024-01-14,5000,100,843450,Road,Kolkata,West Bengal
4131260,522606,78069,2025-06-26,2025-07-03,2025-07-04,5000,250,640300,Rail,Jaipur,Rajasthan
1070072,140937,95673,2024-04-10,2024-04-17,2024-04-18,2000,100,290620,Road,Indore,Madhya Pradesh
3210382,301108,67273,2024-03-26,2024-04-01,2024-04-06,10000,500,2111100,Rail,Kolkata,West Bengal
8047780,492904,77830,2024-07-12,2024-07-16,2024-07-23,500,0,75540,Air,Kolkata,West Bengal
5153426,736402,67273,2024-01-08,2024-01-15,2024-01-22,1000,20,73950,Rail,Jaipur,Rajasthan
9323897,165878,78378,2025-01-05,2025-01-09,2025-01-10,5000,100,113550,Rail,Bhubaneswar,Odisha
3131028,640867,40433,2025-03-09,2025-03-17,2025-03-19,10000,200,1758300,Air,Bhubaneswar,Odisha
3513925,492904,77830,2025-02-10,2025-02-15,2025-02-18,10000,500,1510800,Road,Kolkata,West Bengal
9967828,176588,82158,2025-01-14,2025-01-22,2025-01-27,5000,100,576700,Rail,Coimbatore,Tamil Nadu
5782614,924197,16209,2024-12-18,2024-12-25,2025-01-01,1000,0,179740,Air,Indore,Madhya Pradesh
9568579,640867,16209,2024-08-23,2024-08-30,2024-09-06,1000,0,175830,Road,Bhubaneswar,Odisha
3038399,492904,67273,2025-06-04,2025-06-11,2025-06-13,10000,0,1510800,Road,Kolkata,West Bengal
5759727,140937,16209,2025-02-02,2025-02-06,2025-02-06,1000,50,145310,Air,Indore,Madhya Pradesh
3606970,853594,82158,2025-03-21,2025-03-25,2025-03-25,2000,20,365980,Rail,Indore,Madhya Pradesh
5865152,938521,21317,2024-03-22,2024-03-30,2024-03-30,5000,250,732600,Air,Vadodara,Gujarat
1441283,924197,82158,2025-06-17,2025-06-23,2025-06-30,10000,0,1797400,Road,Indore,Madhya Pradesh
5796994,512461,67273,2025-05-21,2025-05-28,2025-05-28,1000,20,215790,Road,Pune,Maharashtra
9862656,522606,77830,2024-02-04,2024-02-12,2024-02-17,10000,100,1280600,Air,Jaipur,Rajasthan
4800231,912391,95673,2024-06-22,2024-06-26,2024-06-28,1000,0,168690,Road,Kolkata,West Bengal
7253875,381632,40433,2024-03-29,2024-04-04,2024-04-07,2000,100,385260,Rail,Mumbai,Maharashtra
8120478,381632,78069,2024-07-24,2024-08-01,2024-08-01,500,0,96315,Air,Mumbai,Maharashtra
1556776,640867,16209,2024-10-18,2024-10-26,2024-10-31,2000,40,351660,Rail,Bhubaneswar,Odisha
5290443,938521,95673,2024-08-19,2024-08-27,2024-08-28,5000,250,732600,Air,Vadodara,Gujarat
8938526,328815,40433,2024-01-05,2024-01-11,2024-01-12,5000,0,297100,Air,Nagpur,Maharashtra
5107483,781209,77830,2024-03-15,2024-03-23,2024-03-25,2000,0,104620,Air,Ahmedabad,Gujarat
7631250,328815,40433,2024-09-20,2024-09-28,2024-10-03,2000,100,118840,Rail,Nagpur,Maharashtra
7735194,522606,95673,2025-05-10,2025-05-15,2025-05-17,5000,250,640300,Air,Jaipur,Rajasthan
5459647,381632,82158,2024-01-29,2024-02-05,2024-02-05,2000,0,385260,Rail,Mumbai,Maharashtra
7563682,736402,78069,2024-08-13,2024-08-18,2024-08-20,5000,100,369750,Air,Jaipur,Rajasthan
5199265,307937,78378,2024-01-10,2024-01-16,2024-01-17,2000,0,433180,Rail,Jaipur,Rajasthan
9611784,938521,67273,2024-12-16,2024-12-20,2024-12-25,1000,50,146520,Rail,Vadodara,Gujarat
3470771,522606,77830,2024-12-28,2025-01-02,2025-01-07,2000,20,256120,Air,Jaipur,Rajasthan
3265442,328815,21317,2024-07-13,2024-07-20,2024-07-27,1000,10,59420,Air,Nagpur,Maharashtra
4315111,720230,82158,2024-09-04,2024-09-10,2024-09-11,1000,10,40400,Road,Jaipur,Rajasthan
1397291,328815,95673,2024-12-30,2025-01-04,2025-01-04,500,0,29710,Air,Nagpur,Maharashtra
9636362,562958,88434,2025-05-19,2025-05-27,2025-05-27,10000,0,853500,Rail,Chennai,Tamil Nadu
1960120,912391,95673,2025-01-15,2025-01-23,2025-01-25,5000,100,843450,Rail,Kolkata,West Bengal
3071382,313802,67273,2024-07-06,2024-07-14,2024-07-16,5000,50,356850,Air,Delhi,Delhi
7882756,176588,24395,2024-05-11,2024-05-15,2024-05-20,5000,250,576700,Air,Coimbatore,Tamil Nadu
4166991,690831,21317,2024-02-03,2024-02-11,2024-02-13,5000,50,269500,Rail,Hyderabad,Telangana
9319186,187821,95673,2024-05-03,2024-05-11,2024-05-14,2000,0,456340,Road,Coimbatore,Tamil Nadu
6913326,165878,88434,2024-08-03,2024-08-10,2024-08-15,500,10,11355,Rail,Bhubaneswar,Odisha
5464303,301108,78378,2024-09-22,2024-09-27,2024-10-02,2000,20,422220,Rail,Kolkata,West Bengal
1219339,176588,77830,2025-04-27,2025-05-05,2025-05-07,2000,20,230680,Rail,Coimbatore,Tamil Nadu
8138646,853594,78378,2025-03-10,2025-03-15,2025-03-18,2000,40,365980,Rail,Indore,Madhya Pradesh
6576830,512461,78378,2024-10-13,2024-10-20,2024-10-21,10000,100,2157900,Air,Pune,Maharashtra
5365831,360610,24395,2024-08-22,2024-08-26,2024-09-02,2000,20,290640,Air,Delhi,Delhi
2545055,781209,82158,2025-03-18,2025-03-25,2025-03-26,1000,10,52310,Rail,Ahmedabad,Gujarat
1511068,492904,89752,2024-01-10,2024-01-15,2024-01-18,5000,50,755400,Air,Kolkata,West Bengal
3212523,912391,89752,2025-06-13,2025-06-21,2025-06-28,2000,100,337380,Rail,Kolkata,West Bengal
6341654,512461,40433,2024-09-13,2024-09-21,2024-09-26,500,25,107895,Road,Pune,Maharashtra
6445350,547239,82158,2024-06-16,2024-06-20,2024-06-21,2000,100,466100,Air,Delhi,Delhi
7222280,328815,89752,2024-04-08,2024-04-15,2024-04-22,2000,40,118840,Rail,Nagpur,Maharashtra
2798900,302361,95673,2025-01-03,2025-01-11,2025-01-16,2000,40,277260,Road,Bhubaneswar,Odisha
9025731,512461,82158,2025-02-25,2025-03-01,2025-03-03,10000,100,2157900,Air,Pune,Maharashtra
1120066,736402,16209,2024-06-27,2024-07-03,2024-07-05,2000,100,147900,Air,Jaipur,Rajasthan
9092017,140937,82158,2025-04-02,2025-04-06,2025-04-09,10000,200,1453100,Rail,Indore,Madhya Pradesh
5973538,720230,40433,2024-05-28,2024-06-02,2024-06-09,2000,100,80800,Air,Jaipur,Rajasthan
8892679,562958,82158,2025-02-18,2025-02-22,2025-02-22,1000,20,85350,Road,Chennai,Tamil Nadu
1662626,360610,67273,2024-11-17,2024-11-23,2024-11-30,2000,40,290640,Air,Delhi,Delhi
3704404,522606,78069,2025-02-08,2025-02-14,2025-02-17,2000,100,256120,Rail,Jaipur,Rajasthan
6774675,720230,16209,2024-06-20,2024-06-25,2024-06-25,1000,10,40400,Air,Jaipur,Rajasthan
9858567,360610,89752,2024-09-14,2024-09-18,2024-09-19,1000,50,145320,Road,Delhi,Delhi
1307559,522606,78069,2024-04-07,2024-04-11,2024-04-14,10000,0,1280600,Road,Jaipur,Rajasthan
1308520,360610,67273,2025-02-10,2025-02-18,2025-02-18,500,10,72660,Air,Delhi,Delhi
9126808,938521,67273,2024-06-08,2024-06-12,2024-06-19,5000,100,732600,Road,Vadodara,Gujarat
1520816,140937,21317,2024-09-10,2024-09-16,2024-09-19,1000,10,145310,Air,Indore,Madhya Pradesh
7808626,302361,77830,2024-06-23,2024-06-27,2024-06-27,2000,40,277260,Rail,Bhubaneswar,Odisha
6461238,165878,40433,2025-04-23,2025-05-01,2025-05-03,10000,500,227100,Road,Bhubaneswar,Odisha
3581009,302361,82158,2024-06-30,2024-07-08,2024-07-13,5000,250,693150,Air,Bhubaneswar,Odisha
2556061,187821,40433,2025-06-30,2025-07-06,2025-07-08,5000,50,1140850,Road,Coimbatore,Tamil Nadu
9159996,118675,24395,2025-03-28,2025-04-03,2025-04-05,5000,100,383600,Road,Surat,Gujarat
3870123,720230,21317,2024-11-06,2024-11-10,2024-11-10,10000,100,404000,Rail,Jaipur,Rajasthan
2542155,522606,78069,2024-10-20,2024-10-27,2024-11-01,500,25,64030,Rail,Jaipur,Rajasthan
8138314,187821,89752,2024-11-02,2024-11-06,2024-11-09,2000,20,456340,Road,Coimbatore,Tamil Nadu
8432567,924197,88434,2025-01-17,2025-01-22,2025-01-25,10000,500,1797400,Rail,Indore,Madhya Pradesh
8519468,140937,77830,2024-09-12,2024-09-17,2024-09-24,5000,250,726550,Road,Indore,Madhya Pradesh
6752206,360610,78378,2024-09-26,2024-09-30,2024-10-03,1000,20,145320,Rail,Delhi,Delhi
2605363,781209,82158,2025-06-28,2025-07-04,2025-07-07,1000,0,52310,Road,Ahmedabad,Gujarat
5625995,360610,21317,2024-05-19,2024-05-25,2024-05-25,5000,250,726600,Rail,Delhi,Delhi
3357175,674253,78378,2025-05-18,2025-05-23,2025-05-25,500,5,70910,Road,Surat,Gujarat
5633832,118675,40433,2024-01-23,2024-01-28,2024-01-28,2000,40,153440,Road,Surat,Gujarat
4530308,176588,77830,2025-03-24,2025-03-28,2025-03-29,500,5,57670,Road,Coimbatore,Tamil Nadu
7857177,853594,77830,2025-05-20,2025-05-25,2025-05-27,5000,100,914950,Rail,Indore,Madhya Pradesh
9682361,360610,78069,2025-01-15,2025-01-22,2025-01-29,500,10,72660,Road,Delhi,Delhi
7773073,301108,89752,2024-05-29,2024-06-02,2024-06-04,5000,0,1055550,Air,Kolkata,West Bengal
8276698,363028,21317,2025-04-26,2025-05-01,2025-05-02,2000,100,154060,Road,Bhubaneswar,Odisha
6254334,674253,89752,2024-05-04,2024-05-09,2024-05-12,5000,50,709100,Air,Surat,Gujarat
6391203,912391,95673,2024-02-04,2024-02-09,2024-02-12,500,5,84345,Rail,Kolkata,West Bengal
9372111,736402,21317,2025-02-02,2025-02-08,2025-02-10,1000,0,73950,Air,Jaipur,Rajasthan
5888075,118675,21317,2025-06-17,2025-06-21,2025-06-23,5000,100,383600,Road,Surat,Gujarat
9865993,187821,21317,2025-01-04,2025-01-08,2025-01-15,1000,0,228170,Road,Coimbatore,Tamil Nadu
3497765,492904,82158,2025-03-20,2025-03-26,2025-03-26,1000,20,151080,Air,Kolkata,West Bengal
5085531,736402,77830,2024-05-02,2024-05-09,2024-05-10,500,0,36975,Air,Jaipur,Rajasthan
3929811,674253,21317,2025-05-01,2025-05-09,2025-05-10,2000,0,283640,Road,Surat,Gujarat
5169976,690831,67273,2024-06-10,2024-06-17,2024-06-17,10000,200,539000,Air,Hyderabad,Telangana
3258302,360610,95673,2024-03-02,2024-03-06,2024-03-08,1000,0,145320,Road,Delhi,Delhi
9098293,187821,16209,2025-05-14,2025-05-19,2025-05-21,10000,200,2281700,Rail,Coimbatore,Tamil Nadu
6287656,690831,82158,2024-07-16,2024-07-20,2024-07-27,5000,100,269500,Air,Hyderabad,Telangana
4893479,522606,82158,2024-05-17,2024-05-23,2024-05-23,5000,250,640300,Air,Jaipur,Rajasthan
4623300,547239,24395,2024-10-28,2024-11-05,2024-11-12,5000,50,1165250,Air,Delhi,Delhi
3107840,781209,24395,2024-07-10,2024-07-18,2024-07-20,2000,100,104620,Rail,Ahmedabad,Gujarat
5638467,492904,21317,2024-06-13,2024-06-17,2024-06-22,1000,50,151080,Rail,Kolkata,West Bengal
3454664,562958,78069,2024-09-26,2024-10-04,2024-10-06,5000,0,426750,Air,Chennai,Tamil Nadu
5913757,690831,67273,2025-06-02,2025-06-09,2025-06-16,1000,0,53900,Air,Hyderabad,Telangana
9151264,360610,78378,2025-01-07,2025-01-15,2025-01-16,2000,0,290640,Air,Delhi,Delhi
7035740,938521,16209,2025-01-31,2025-02-05,2025-02-10,5000,50,732600,Air,Vadodara,Gujarat
8547407,736402,40433,2024-10-16,2024-10-22,2024-10-25,2000,0,147900,Road,Jaipur,Rajasthan
7941077,938521,95673,2025-06-19,2025-06-23,2025-06-23,1000,10,146520,Road,Vadodara,Gujarat
5985998,492904,78069,2024-07-25,2024-07-29,2024-08-01,1000,0,151080,Road,Kolkata,West Bengal
7632187,674253,77830,2025-02-01,2025-02-08,2025-02-13,10000,200,1418200,Road,Surat,Gujarat
1472169,176588,16209,2025-01-10,2025-01-15,2025-01-20,500,0,57670,Road,Coimbatore,Tamil Nadu
8749419,187821,95673,2025-05-18,2025-05-22,2025-05-25,500,10,114085,Air,Coimbatore,Tamil Nadu
4218149,307937,77830,2025-03-01,2025-03-07,2025-03-14,500,10,108295,Air,Jaipur,Rajasthan
8023732,562958,77830,2024-02-11,2024-02-15,2024-02-17,500,5,42675,Air,Chennai,Tamil Nadu
9758757,512461,24395,2024-04-09,2024-04-13,2024-04-20,1000,50,215790,Road,Pune,Maharashtra
7292239,512461,78378,2024-07-16,2024-07-24,2024-07-31,1000,10,215790,Air,Pune,Maharashtra
4467902,512461,89752,2025-03-01,2025-03-05,2025-03-12,10000,200,2157900,Air,Pune,Maharashtra
8239721,640867,40433,2025-04-14,2025-04-21,2025-04-21,1000,10,175830,Air,Bhubaneswar,Odisha
1638643,165878,78378,2025-02-15,2025-02-23,2025-02-25,1000,50,22710,Rail,Bhubaneswar,Odisha
4979495,736402,89752,2024-11-18,2024-11-26,2024-11-28,2000,100,147900,Air,Jaipur,Rajasthan
3160296,924197,82158,2025-03-16,2025-03-22,2025-03-27,1000,10,179740,Rail,Indore,Madhya Pradesh
2167209,690831,16209,2024-09-17,2024-09-23,2024-09-26,5000,250,269500,Road,Hyderabad,Telangana
2792656,736402,88434,2024-02-05,2024-02-11,2024-02-16,500,5,36975,Rail,Jaipur,Rajasthan
5698543,381632,77830,2024-01-07,2024-01-13,2024-01-14,1000,20,192630,Road,Mumbai,Maharashtra
7635753,938521,82158,2024-10-09,2024-10-17,2024-10-22,10000,100,1465200,Road,Vadodara,Gujarat
3376264,512461,95673,2024-02-08,2024-02-15,2024-02-17,1000,10,215790,Rail,Pune,Maharashtra
2062914,118675,16209,2025-01-10,2025-01-18,2025-01-19,1000,20,76720,Rail,Surat,Gujarat
3987814,118675,67273,2024-04-04,2024-04-12,2024-04-15,10000,100,767200,Air,Surat,Gujarat
6057701,492904,88434,2024-03-20,2024-03-26,2024-03-29,1000,50,151080,Air,Kolkata,West Bengal
9859294,176588,21317,2024-04-07,2024-04-15,2024-04-22,2000,0,230680,Air,Coimbatore,Tamil Nadu
6034162,360610,82158,2025-01-25,2025-01-29,2025-01-29,2000,40,290640,Rail,Delhi,Delhi
2755301,912391,16209,2025-03-02,2025-03-06,2025-03-07,10000,0,1686900,Air,Kolkata,West Bengal
6559466,781209,95673,2025-01-26,2025-01-30,2025-02-01,10000,0,523100,Rail,Ahmedabad,Gujarat
8670220,522606,21317,2024-06-02,2024-06-08,2024-06-13,1000,10,128060,Road,Jaipur,Rajasthan
5218941,522606,88434,2025-02-06,2025-02-13,2025-02-18,10000,0,1280600,Road,Jaipur,Rajasthan
2081780,720230,40433,2025-03-18,2025-03-24,2025-03-27,1000,10,40400,Rail,Jaipur,Rajasthan
4585447,360610,40433,2024-03-25,2024-04-01,2024-04-06,500,25,72660,Rail,Delhi,Delhi
7464190,313802,67273,2024-03-28,2024-04-04,2024-04-09,5000,50,356850,Road,Delhi,Delhi
3063661,360610,67273,2025-05-07,2025-05-15,2025-05-16,5000,250,726600,Air,Delhi,Delhi
9578480,363028,88434,2024-07-19,2024-07-27,2024-08-01,10000,100,770300,Road,Bhubaneswar,Odisha
4675027,307937,95673,2024-03-14,2024-03-20,2024-03-23,2000,0,433180,Road,Jaipur,Rajasthan
8468622,301108,82158,2025-02-27,2025-03-06,2025-03-08,2000,20,422220,Rail,Kolkata,West Bengal
8379073,301108,67273,2024-12-18,2024-12-26,2025-01-02,500,10,105555,Road,Kolkata,West Bengal
8309698,360610,67273,2024-12-24,2025-01-01,2025-01-04,10000,100,1453200,Rail,Delhi,Delhi
5574024,720230,21317,2024-02-15,2024-02-20,2024-02-21,2000,20,80800,Air,Jaipur,Rajasthan
7798525,562958,21317,2024-03-28,2024-04-01,2024-04-08,500,5,42675,Air,Chennai,Tamil Nadu
8268287,924197,88434,2024-05-31,2024-06-06,2024-06-06,2000,0,359480,Rail,Indore,Madhya Pradesh
5005595,140937,16209,2025-04-05,2025-04-12,2025-04-12,2000,20,290620,Air,Indore,Madhya Pradesh
3241079,360610,95673,2024-08-04,2024-08-09,2024-08-14,10000,200,1453200,Air,Delhi,Delhi
9786974,301108,78069,2025-05-09,2025-05-17,2025-05-24,1000,0,211110,Rail,Kolkata,West Bengal
9257224,302361,82158,2025-06-23,2025-06-27,2025-06-29,1000,0,138630,Rail,Bhubaneswar,Odisha
1358959,720230,21317,2024-07-24,2024-08-01,2024-08-03,500,25,20200,Air,Jaipur,Rajasthan
1932852,547239,16209,2024-01-09,2024-01-13,2024-01-16,2000,40,466100,Road,Delhi,Delhi
4708229,938521,40433,2024-01-20,2024-01-26,2024-02-02,5000,50,732600,Rail,Vadodara,Gujarat
2089739,522606,77830,2025-06-04,2025-06-08,2025-06-10,5000,0,640300,Road,Jaipur,Rajasthan
1829194,938521,16209,2024-07-22,2024-07-30,2024-08-02,10000,0,1465200,Road,Vadodara,Gujarat
1454674,690831,78378,2024-09-10,2024-09-18,2024-09-20,2000,100,107800,Rail,Hyderabad,Telangana
2809358,547239,24395,2024-06-09,2024-06-13,2024-06-15,2000,40,466100,Air,Delhi,Delhi
8976121,522606,77830,2024-11-05,2024-11-10,2024-11-15,2000,0,256120,Air,Jaipur,Rajasthan
7842268,674253,78069,2024-09-20,2024-09-27,2024-09-27,10000,200,1418200,Road,Surat,Gujarat
9455299,313802,77830,2024-06-04,2024-06-10,2024-06-13,1000,0,71370,Air,Delhi,Delhi
2549642,736402,40433,2025-01-26,2025-02-03,2025-02-10,10000,100,739500,Rail,Jaipur,Rajasthan
1134090,736402,82158,2024-09-03,2024-09-11,2024-09-12,5000,100,369750,Air,Jaipur,Rajasthan
6418730,363028,89752,2024-12-03,2024-12-10,2024-12-15,1000,10,77030,Air,Bhubaneswar,Odisha
5211530,522606,78378,2024-05-21,2024-05-29,2024-06-03,1000,10,128060,Rail,Jaipur,Rajasthan
8084212,522606,16209,2025-06-20,2025-06-25,2025-06-28,1000,10,128060,Rail,Jaipur,Rajasthan
3025611,313802,88434,2024-03-10,2024-03-18,2024-03-23,500,5,35685,Rail,Delhi,Delhi
9397050,302361,78378,2024-05-29,2024-06-02,2024-06-04,5000,250,693150,Rail,Bhubaneswar,Odisha
3808492,640867,95673,2025-03-29,2025-04-04,2025-04-05,1000,0,175830,Road,Bhubaneswar,Odisha
8379254,363028,21317,2024-07-08,2024-07-12,2024-07-17,10000,200,770300,Air,Bhubaneswar,Odisha
1316030,547239,82158,2024-08-24,2024-09-01,2024-09-02,1000,0,233050,Rail,Delhi,Delhi
4326031,307937,82158,2024-03-22,2024-03-29,2024-03-30,10000,500,2165900,Air,Jaipur,Rajasthan
6516470,512461,78069,2025-01-17,2025-01-22,2025-01-25,5000,250,1078950,Road,Pune,Maharashtra
6277420,313802,88434,2024-06-16,2024-06-21,2024-06-22,500,25,35685,Road,Delhi,Delhi
8367478,938521,40433,2024-10-03,2024-10-10,2024-10-11,1000,10,146520,Road,Vadodara,Gujarat
2877045,938521,95673,2024-06-30,2024-07-07,2024-07-12,5000,100,732600,Rail,Vadodara,Gujarat
1558685,307937,89752,2024-09-09,2024-09-16,2024-09-19,500,25,108295,Air,Jaipur,Rajasthan
7074964,547239,78069,2024-11-16,2024-11-23,2024-11-28,10000,0,2330500,Air,Delhi,Delhi
4504622,302361,89752,2024-04-21,2024-04-28,2024-05-01,500,5,69315,Air,Bhubaneswar,Odisha
1743775,140937,16209,2025-02-09,2025-02-13,2025-02-18,5000,0,726550,Road,Indore,Madhya Pradesh
9423633,938521,24395,2024-10-25,2024-11-01,2024-11-04,2000,40,293040,Rail,Vadodara,Gujarat
9558842,140937,78069,2024-06-19,2024-06-26,2024-06-28,10000,0,1453100,Air,Indore,Madhya Pradesh
9530488,736402,89752,2025-06-13,2025-06-18,2025-06-21,5000,0,369750,Air,Jaipur,Rajasthan
2246484,492904,21317,2025-05-27,2025-05-31,2025-06-01,10000,100,1510800,Rail,Kolkata,West Bengal
4504217,328815,95673,2025-02-27,2025-03-05,2025-03-08,500,5,29710,Rail,Nagpur,Maharashtra
7289126,736402,40433,2024-07-25,2024-08-01,2024-08-01,2000,40,147900,Air,Jaipur,Rajasthan
5501369,187821,24395,2024-06-16,2024-06-20,2024-06-20,500,25,114085,Air,Coimbatore,Tamil Nadu
8478602,924197,89752,2025-01-06,2025-01-10,2025-01-15,5000,50,898700,Rail,Indore,Madhya Pradesh
6598622,302361,78069,2025-01-24,2025-01-28,2025-01-29,2000,20,277260,Road,Bhubaneswar,Odisha
8945256,381632,24395,2024-05-28,2024-06-02,2024-06-09,500,25,96315,Rail,Mumbai,Maharashtra
6983408,640867,40433,2024-11-12,2024-11-19,2024-11-21,1000,0,175830,Road,Bhubaneswar,Odisha
3139606,720230,67273,2024-07-26,2024-07-30,2024-08-04,2000,0,80800,Rail,Jaipur,Rajasthan
3752081,363028,78069,2025-05-24,2025-05-31,2025-06-05,500,25,38515,Road,Bhubaneswar,Odisha
2103044,492904,40433,2024-08-10,2024-08-18,2024-08-25,5000,250,755400,Rail,Kolkata,West Bengal
6923835,912391,21317,2025-03-28,2025-04-01,2025-04-06,10000,0,1686900,Road,Kolkata,West Bengal
3408246,328815,67273,2024-10-11,2024-10-19,2024-10-26,10000,100,594200,Road,Nagpur,Maharashtra
6919682,118675,21317,2024-07-08,2024-07-13,2024-07-13,2000,0,153440,Road,Surat,Gujarat
6941559,938521,82158,2024-02-03,2024-02-11,2024-02-16,2000,40,293040,Road,Vadodara,Gujarat
4654682,674253,77830,2024-02-20,2024-02-24,2024-02-27,1000,10,141820,Air,Surat,Gujarat
9720048,328815,78069,2024-10-18,2024-10-26,2024-11-02,10000,100,594200,Rail,Nagpur,Maharashtra
2586897,165878,78069,2025-01-03,2025-01-07,2025-01-07,2000,40,45420,Rail,Bhubaneswar,Odisha
5655340,302361,21317,2025-01-23,2025-01-27,2025-01-30,10000,0,1386300,Rail,Bhubaneswar,Odisha
5172906,562958,21317,2025-04-27,2025-05-02,2025-05-02,2000,40,170700,Air,Chennai,Tamil Nadu
7374216,522606,82158,2025-02-27,2025-03-07,2025-03-08,1000,0,128060,Road,Jaipur,Rajasthan
